Experiment	Population	Treatment	Bottel	Rep	Timepoint	Parameter	Value
VG	VG	Control	VG_C1	1	1.5	Rate	1.68633286
VG	VG	Control	VG_C2	2	1.5	Rate	1.69115814
VG	VG	Control	VG_C3	3	1.5	Rate	1.73398353
VG	VG	Control	VG_C4	4	1.5	Rate	1.71507637
VG	VG	Control	VG_C5	5	1.5	Rate	1.81600029
VG	VG	Copper	VG_Cu1	1	1.5	Rate	0.62680695
VG	VG	Copper	VG_Cu2	2	1.5	Rate	0.62835259
VG	VG	Copper	VG_Cu3	3	1.5	Rate	0.67751953
VG	VG	Copper	VG_Cu4	4	1.5	Rate	0.65284408
VG	VG	Copper	VG_Cu5	5	1.5	Rate	0.69680213
VG	RO5AC	Control	RO5AC_VG_C	2	1.5	Rate	1.55939075
VG	RO5AC	Copper	RO5AC_VG_Cu	2	1.5	Rate	0.76650928
GP	GP	Control	GP_C1	1	1.5	Rate	1.520578655
GP	GP	Control	GP_C2	2	1.5	Rate	1.519101474
GP	GP	Control	GP_C3	3	1.5	Rate	1.640009982
GP	GP	Control	GP_C4	4	1.5	Rate	1.578313077
GP	GP	Control	GP_C5	5	1.5	Rate	1.64369441
GP	GP	Copper	GP_Cu1	1	1.5	Rate	0.840686817
GP	GP	Copper	GP_Cu2	2	1.5	Rate	0.633212175
GP	GP	Copper	GP_Cu3	3	1.5	Rate	0.674262919
GP	GP	Copper	GP_Cu4	4	1.5	Rate	0.755199629
GP	GP	Copper	GP_Cu5	5	1.5	Rate	0.64172233
GP	RO5AC	Control	RO5AC_GP_C	1	1.5	Rate	1.455582976
GP	RO5AC	Copper	RO5AC_GP_Cu	1	1.5	Rate	0.824140492
VG	VG	Control	VG_C1	1	4.5	Rate	1.66710082
VG	VG	Control	VG_C2	2	4.5	Rate	1.72085948
VG	VG	Control	VG_C3	3	4.5	Rate	1.59270737
VG	VG	Control	VG_C4	4	4.5	Rate	1.66362722
VG	VG	Control	VG_C5	5	4.5	Rate	1.48764149
VG	VG	Copper	VG_Cu1	1	4.5	Rate	0.42796877
VG	VG	Copper	VG_Cu2	2	4.5	Rate	0.39822367
VG	VG	Copper	VG_Cu3	3	4.5	Rate	0.68059291
VG	VG	Copper	VG_Cu4	4	4.5	Rate	0.61358698
VG	VG	Copper	VG_Cu5	5	4.5	Rate	0.32619519
VG	RO5AC	Control	RO5AC_VG_C	2	4.5	Rate	1.65865756
VG	RO5AC	Copper	RO5AC_VG_Cu	2	4.5	Rate	0.52282043
GP	GP	Control	GP_C1	1	4.5	Rate	1.672913128
GP	GP	Control	GP_C2	2	4.5	Rate	1.7307723
GP	GP	Control	GP_C3	3	4.5	Rate	1.744260538
GP	GP	Control	GP_C4	4	4.5	Rate	1.707933317
GP	GP	Control	GP_C5	5	4.5	Rate	1.779444029
GP	GP	Copper	GP_Cu1	1	4.5	Rate	0.495951285
GP	GP	Copper	GP_Cu2	2	4.5	Rate	0.519319621
GP	GP	Copper	GP_Cu3	3	4.5	Rate	0.424713945
GP	GP	Copper	GP_Cu4	4	4.5	Rate	0.374879737
GP	GP	Copper	GP_Cu5	5	4.5	Rate	0.483322847
GP	RO5AC	Control	RO5AC_GP_C	1	4.5	Rate	1.507041405
GP	RO5AC	Copper	RO5AC_GP_Cu	1	4.5	Rate	0.641625508
VG	VG	Control	VG_C1	1	7.5	Rate	1.74151662
VG	VG	Control	VG_C2	2	7.5	Rate	1.71381986
VG	VG	Control	VG_C3	3	7.5	Rate	1.97137395
VG	VG	Control	VG_C4	4	7.5	Rate	1.89036967
VG	VG	Control	VG_C5	5	7.5	Rate	2.08897778
VG	VG	Copper	VG_Cu1	1	7.5	Rate	0.93181692
VG	VG	Copper	VG_Cu2	2	7.5	Rate	0.64827235
VG	VG	Copper	VG_Cu3	3	7.5	Rate	0.6145315
VG	VG	Copper	VG_Cu4	4	7.5	Rate	0.39833755
VG	VG	Copper	VG_Cu5	5	7.5	Rate	0.43800289
VG	RO5AC	Control	RO5AC_VG_C	2	7.5	Rate	1.66374066
VG	RO5AC	Copper	RO5AC_VG_Cu	2	7.5	Rate	-0.3094273
GP	GP	Control	GP_C1	1	7.5	Rate	1.659415156
GP	GP	Control	GP_C2	2	7.5	Rate	1.684706248
GP	GP	Control	GP_C3	3	7.5	Rate	1.818218411
GP	GP	Control	GP_C4	4	7.5	Rate	1.742544242
GP	GP	Control	GP_C5	5	7.5	Rate	1.726221014
GP	GP	Copper	GP_Cu1	1	7.5	Rate	0.426467278
GP	GP	Copper	GP_Cu2	2	7.5	Rate	0.340857672
GP	GP	Copper	GP_Cu3	3	7.5	Rate	0.275289624
GP	GP	Copper	GP_Cu4	4	7.5	Rate	0.77246603
GP	GP	Copper	GP_Cu5	5	7.5	Rate	0.292274272
GP	RO5AC	Control	RO5AC_GP_C	1	7.5	Rate	1.851762274
GP	RO5AC	Copper	RO5AC_GP_Cu	1	7.5	Rate	0.931037025
VG	VG	Control	VG_C1	1	10.5	Rate	1.58089862
VG	VG	Control	VG_C2	2	10.5	Rate	1.58747259
VG	VG	Control	VG_C3	3	10.5	Rate	1.62171272
VG	VG	Control	VG_C4	4	10.5	Rate	1.61004993
VG	VG	Control	VG_C5	5	10.5	Rate	1.60155295
VG	VG	Copper	VG_Cu1	1	10.5	Rate	0.64085079
VG	VG	Copper	VG_Cu2	2	10.5	Rate	0.76824136
VG	VG	Copper	VG_Cu3	3	10.5	Rate	0.2573849
VG	VG	Copper	VG_Cu4	4	10.5	Rate	0.50527006
VG	VG	Copper	VG_Cu5	5	10.5	Rate	0.40037854
VG	RO5AC	Control	RO5AC_VG_C	2	10.5	Rate	1.52907505
VG	RO5AC	Copper	RO5AC_VG_Cu	2	10.5	Rate	NA
GP	GP	Control	GP_C1	1	10.5	Rate	1.66640678
GP	GP	Control	GP_C2	2	10.5	Rate	1.628023737
GP	GP	Control	GP_C3	3	10.5	Rate	1.587289186
GP	GP	Control	GP_C4	4	10.5	Rate	1.684062433
GP	GP	Control	GP_C5	5	10.5	Rate	1.578326328
GP	GP	Copper	GP_Cu1	1	10.5	Rate	0.153066168
GP	GP	Copper	GP_Cu2	2	10.5	Rate	0.755560292
GP	GP	Copper	GP_Cu3	3	10.5	Rate	0.429992186
GP	GP	Copper	GP_Cu4	4	10.5	Rate	0.33385944
GP	GP	Copper	GP_Cu5	5	10.5	Rate	0.365892954
GP	RO5AC	Control	RO5AC_GP_C	1	10.5	Rate	1.650023662
GP	RO5AC	Copper	RO5AC_GP_Cu	1	10.5	Rate	0.655091818
VG	VG	Control	VG_C1	1	13.5	Rate	1.76883462
VG	VG	Control	VG_C2	2	13.5	Rate	1.763578504
VG	VG	Control	VG_C3	3	13.5	Rate	1.792969153
VG	VG	Control	VG_C4	4	13.5	Rate	1.72769843
VG	VG	Control	VG_C5	5	13.5	Rate	1.915001509
VG	VG	Copper	VG_Cu1	1	13.5	Rate	0.85935829
VG	VG	Copper	VG_Cu2	2	13.5	Rate	0.752126041
VG	VG	Copper	VG_Cu3	3	13.5	Rate	0.964287696
VG	VG	Copper	VG_Cu4	4	13.5	Rate	0.909831041
VG	VG	Copper	VG_Cu5	5	13.5	Rate	0.671058813
VG	RO5AC	Control	RO5AC_VG_C	2	13.5	Rate	1.59961397
VG	RO5AC	Copper	RO5AC_VG_Cu	2	13.5	Rate	0.262392825
GP	GP	Control	GP_C1	1	13.5	Rate	1.755879182
GP	GP	Control	GP_C2	2	13.5	Rate	1.854262581
GP	GP	Control	GP_C3	3	13.5	Rate	1.876866859
GP	GP	Control	GP_C4	4	13.5	Rate	1.824855851
GP	GP	Control	GP_C5	5	13.5	Rate	1.798688966
GP	GP	Copper	GP_Cu1	1	13.5	Rate	1.17364803
GP	GP	Copper	GP_Cu2	2	13.5	Rate	1.202617516
GP	GP	Copper	GP_Cu3	3	13.5	Rate	1.341229041
GP	GP	Copper	GP_Cu4	4	13.5	Rate	1.599189322
GP	GP	Copper	GP_Cu5	5	13.5	Rate	1.357119719
GP	RO5AC	Control	RO5AC_GP_C	1	13.5	Rate	1.672556636
GP	RO5AC	Copper	RO5AC_GP_Cu	1	13.5	Rate	1.337781988
VG	VG	Control	VG_C1	1	16.5	Rate	1.91032409
VG	VG	Control	VG_C2	2	16.5	Rate	1.89890726
VG	VG	Control	VG_C3	3	16.5	Rate	1.93698948
VG	VG	Control	VG_C4	4	16.5	Rate	2.02034622
VG	VG	Control	VG_C5	5	16.5	Rate	1.98292538
VG	VG	Copper	VG_Cu1	1	16.5	Rate	0.35914468
VG	VG	Copper	VG_Cu2	2	16.5	Rate	-0.4361109
VG	VG	Copper	VG_Cu3	3	16.5	Rate	0.09959835
VG	VG	Copper	VG_Cu4	4	16.5	Rate	0.55206851
VG	VG	Copper	VG_Cu5	5	16.5	Rate	-0.2310491
VG	RO5AC	Control	RO5AC_VG_C	2	16.5	Rate	1.73036464
VG	RO5AC	Copper	RO5AC_VG_Cu	2	16.5	Rate	0.06456113
GP	GP	Control	GP_C1	1	16.5	Rate	1.827366387
GP	GP	Control	GP_C2	2	16.5	Rate	1.827696741
GP	GP	Control	GP_C3	3	16.5	Rate	1.909060465
GP	GP	Control	GP_C4	4	16.5	Rate	1.912022372
GP	GP	Control	GP_C5	5	16.5	Rate	1.926492146
GP	GP	Copper	GP_Cu1	1	16.5	Rate	1.166267124
GP	GP	Copper	GP_Cu2	2	16.5	Rate	1.132632618
GP	GP	Copper	GP_Cu3	3	16.5	Rate	1.156755085
GP	GP	Copper	GP_Cu4	4	16.5	Rate	1.438686673
GP	GP	Copper	GP_Cu5	5	16.5	Rate	1.190717441
GP	RO5AC	Control	RO5AC_GP_C	1	16.5	Rate	1.864017784
GP	RO5AC	Copper	RO5AC_GP_Cu	1	16.5	Rate	1.562058974
VG	VG	Control	VG_C1	1	19.5	Rate	1.70922972
VG	VG	Control	VG_C2	2	19.5	Rate	1.72851081
VG	VG	Control	VG_C3	3	19.5	Rate	1.79812938
VG	VG	Control	VG_C4	4	19.5	Rate	1.73569851
VG	VG	Control	VG_C5	5	19.5	Rate	1.6621584
VG	VG	Copper	VG_Cu1	1	19.5	Rate	1.08711881
VG	VG	Copper	VG_Cu2	2	19.5	Rate	0.96284595
VG	VG	Copper	VG_Cu3	3	19.5	Rate	0.8326334
VG	VG	Copper	VG_Cu4	4	19.5	Rate	0.95702781
VG	VG	Copper	VG_Cu5	5	19.5	Rate	0.76456424
VG	RO5AC	Control	RO5AC_VG_C	2	19.5	Rate	1.70918656
VG	RO5AC	Copper	RO5AC_VG_Cu	2	19.5	Rate	0.05377622
GP	GP	Control	GP_C1	1	19.5	Rate	1.6925792
GP	GP	Control	GP_C2	2	19.5	Rate	1.681529519
GP	GP	Control	GP_C3	3	19.5	Rate	1.833592642
GP	GP	Control	GP_C4	4	19.5	Rate	1.788668908
GP	GP	Control	GP_C5	5	19.5	Rate	1.824622999
GP	GP	Copper	GP_Cu1	1	19.5	Rate	1.036961684
GP	GP	Copper	GP_Cu2	2	19.5	Rate	0.917294132
GP	GP	Copper	GP_Cu3	3	19.5	Rate	0.685496718
GP	GP	Copper	GP_Cu4	4	19.5	Rate	1.278874003
GP	GP	Copper	GP_Cu5	5	19.5	Rate	0.950330304
GP	RO5AC	Control	RO5AC_GP_C	1	19.5	Rate	2.121025987
GP	RO5AC	Copper	RO5AC_GP_Cu	1	19.5	Rate	1.302131668
VG	VG	Control	VG_C1	1	22.5	Rate	1.73424185
VG	VG	Control	VG_C2	2	22.5	Rate	1.75331093
VG	VG	Control	VG_C3	3	22.5	Rate	1.74523758
VG	VG	Control	VG_C4	4	22.5	Rate	1.79735608
VG	VG	Control	VG_C5	5	22.5	Rate	1.85578967
VG	VG	Copper	VG_Cu1	1	22.5	Rate	0.86305674
VG	VG	Copper	VG_Cu2	2	22.5	Rate	0.57563068
VG	VG	Copper	VG_Cu3	3	22.5	Rate	1.02587871
VG	VG	Copper	VG_Cu4	4	22.5	Rate	1.0857436
VG	VG	Copper	VG_Cu5	5	22.5	Rate	0.96127217
VG	RO5AC	Control	RO5AC_VG_C	2	22.5	Rate	1.61330218
VG	RO5AC	Copper	RO5AC_VG_Cu	2	22.5	Rate	-0.0790598
GP	GP	Control	GP_C1	1	22.5	Rate	1.828792698
GP	GP	Control	GP_C2	2	22.5	Rate	1.886927185
GP	GP	Control	GP_C3	3	22.5	Rate	2.053486759
GP	GP	Control	GP_C4	4	22.5	Rate	1.90522948
GP	GP	Control	GP_C5	5	22.5	Rate	1.968462771
GP	GP	Copper	GP_Cu1	1	22.5	Rate	1.327942597
GP	GP	Copper	GP_Cu2	2	22.5	Rate	1.269338274
GP	GP	Copper	GP_Cu3	3	22.5	Rate	1.230972742
GP	GP	Copper	GP_Cu4	4	22.5	Rate	1.577097051
GP	GP	Copper	GP_Cu5	5	22.5	Rate	1.426619501
GP	RO5AC	Control	RO5AC_GP_C	1	22.5	Rate	1.786632189
GP	RO5AC	Copper	RO5AC_GP_Cu	1	22.5	Rate	1.409404308
VG	VG	Control	VG_C1	1	25.5	Rate	1.73872181
VG	VG	Control	VG_C2	2	25.5	Rate	1.75164202
VG	VG	Control	VG_C3	3	25.5	Rate	1.88023878
VG	VG	Control	VG_C4	4	25.5	Rate	1.83550052
VG	VG	Control	VG_C5	5	25.5	Rate	1.88006141
VG	VG	Copper	VG_Cu1	1	25.5	Rate	0.82798732
VG	VG	Copper	VG_Cu2	2	25.5	Rate	0.77393428
VG	VG	Copper	VG_Cu3	3	25.5	Rate	0.97882566
VG	VG	Copper	VG_Cu4	4	25.5	Rate	0.93095715
VG	VG	Copper	VG_Cu5	5	25.5	Rate	0.62151889
VG	RO5AC	Control	RO5AC_VG_C	2	25.5	Rate	1.57159236
VG	RO5AC	Copper	RO5AC_VG_Cu	2	25.5	Rate	0.86414027
GP	GP	Control	GP_C1	1	25.5	Rate	1.907898508
GP	GP	Control	GP_C2	2	25.5	Rate	1.897489229
GP	GP	Control	GP_C3	3	25.5	Rate	1.952048019
GP	GP	Control	GP_C4	4	25.5	Rate	1.988711251
GP	GP	Control	GP_C5	5	25.5	Rate	1.998002417
GP	GP	Copper	GP_Cu1	1	25.5	Rate	1.293946105
GP	GP	Copper	GP_Cu2	2	25.5	Rate	1.095348293
GP	GP	Copper	GP_Cu3	3	25.5	Rate	0.947260956
GP	GP	Copper	GP_Cu4	4	25.5	Rate	1.308147516
GP	GP	Copper	GP_Cu5	5	25.5	Rate	1.371071409
GP	RO5AC	Control	RO5AC_GP_C	1	25.5	Rate	2.027494005
GP	RO5AC	Copper	RO5AC_GP_Cu	1	25.5	Rate	1.344165582
VG	VG	Control	VG_C1	1	28.5	Rate	1.844504268
VG	VG	Control	VG_C2	2	28.5	Rate	1.884117593
VG	VG	Control	VG_C3	3	28.5	Rate	1.9542232
VG	VG	Control	VG_C4	4	28.5	Rate	1.915357449
VG	VG	Control	VG_C5	5	28.5	Rate	1.886057094
VG	VG	Copper	VG_Cu1	1	28.5	Rate	1.211765204
VG	VG	Copper	VG_Cu2	2	28.5	Rate	0.890074759
VG	VG	Copper	VG_Cu3	3	28.5	Rate	1.284854994
VG	VG	Copper	VG_Cu4	4	28.5	Rate	1.282761029
VG	VG	Copper	VG_Cu5	5	28.5	Rate	0.939046082
VG	RO5AC	Control	RO5AC_VG_C	2	28.5	Rate	1.723982793
VG	RO5AC	Copper	RO5AC_VG_Cu	2	28.5	Rate	0.99788435
GP	GP	Control	GP_C1	1	28.5	Rate	1.863659989
GP	GP	Control	GP_C2	2	28.5	Rate	1.803486176
GP	GP	Control	GP_C3	3	28.5	Rate	1.933800953
GP	GP	Control	GP_C4	4	28.5	Rate	1.948067738
GP	GP	Control	GP_C5	5	28.5	Rate	1.953721925
GP	GP	Copper	GP_Cu1	1	28.5	Rate	0.936829913
GP	GP	Copper	GP_Cu2	2	28.5	Rate	0.960703714
GP	GP	Copper	GP_Cu3	3	28.5	Rate	0.57818346
GP	GP	Copper	GP_Cu4	4	28.5	Rate	0.882455068
GP	GP	Copper	GP_Cu5	5	28.5	Rate	1.167126424
GP	RO5AC	Control	RO5AC_GP_C	1	28.5	Rate	1.891133285
GP	RO5AC	Copper	RO5AC_GP_Cu	1	28.5	Rate	1.287002439
VG	VG	Control	VG_C1	1	31.5	Rate	1.787086483
VG	VG	Control	VG_C2	2	31.5	Rate	1.833541295
VG	VG	Control	VG_C3	3	31.5	Rate	1.822827533
VG	VG	Control	VG_C4	4	31.5	Rate	1.91235715
VG	VG	Control	VG_C5	5	31.5	Rate	1.969773311
VG	VG	Copper	VG_Cu1	1	31.5	Rate	1.150563984
VG	VG	Copper	VG_Cu2	2	31.5	Rate	1.042130798
VG	VG	Copper	VG_Cu3	3	31.5	Rate	1.286229902
VG	VG	Copper	VG_Cu4	4	31.5	Rate	1.152001849
VG	VG	Copper	VG_Cu5	5	31.5	Rate	0.921077276
VG	RO5AC	Control	RO5AC_VG_C	2	31.5	Rate	1.630158357
VG	RO5AC	Copper	RO5AC_VG_Cu	2	31.5	Rate	1.049088834
GP	GP	Control	GP_C1	1	31.5	Rate	1.772222582
GP	GP	Control	GP_C2	2	31.5	Rate	1.858169593
GP	GP	Control	GP_C3	3	31.5	Rate	1.878637006
GP	GP	Control	GP_C4	4	31.5	Rate	1.910993284
GP	GP	Control	GP_C5	5	31.5	Rate	1.925747804
GP	GP	Copper	GP_Cu1	1	31.5	Rate	0.807438129
GP	GP	Copper	GP_Cu2	2	31.5	Rate	1.172105463
GP	GP	Copper	GP_Cu3	3	31.5	Rate	0.799944688
GP	GP	Copper	GP_Cu4	4	31.5	Rate	1.010890225
GP	GP	Copper	GP_Cu5	5	31.5	Rate	1.049744658
GP	RO5AC	Control	RO5AC_GP_C	1	31.5	Rate	1.858907082
GP	RO5AC	Copper	RO5AC_GP_Cu	1	31.5	Rate	0.939045723
VG	VG	Control	VG_C1	1	34.5	Rate	1.776886811
VG	VG	Control	VG_C2	2	34.5	Rate	1.751000886
VG	VG	Control	VG_C3	3	34.5	Rate	1.777079022
VG	VG	Control	VG_C4	4	34.5	Rate	1.850171162
VG	VG	Control	VG_C5	5	34.5	Rate	1.752886949
VG	VG	Copper	VG_Cu1	1	34.5	Rate	1.040779461
VG	VG	Copper	VG_Cu2	2	34.5	Rate	1.000934404
VG	VG	Copper	VG_Cu3	3	34.5	Rate	1.297121027
VG	VG	Copper	VG_Cu4	4	34.5	Rate	1.14396875
VG	VG	Copper	VG_Cu5	5	34.5	Rate	0.993300365
VG	RO5AC	Control	RO5AC_VG_C	2	34.5	Rate	1.688378596
VG	RO5AC	Copper	RO5AC_VG_Cu	2	34.5	Rate	0.885052107
GP	GP	Control	GP_C1	1	34.5	Rate	1.888889849
GP	GP	Control	GP_C2	2	34.5	Rate	1.884508372
GP	GP	Control	GP_C3	3	34.5	Rate	2.074694115
GP	GP	Control	GP_C4	4	34.5	Rate	1.860677002
GP	GP	Control	GP_C5	5	34.5	Rate	1.827555571
GP	GP	Copper	GP_Cu1	1	34.5	Rate	0.335707117
GP	GP	Copper	GP_Cu2	2	34.5	Rate	0.313555973
GP	GP	Copper	GP_Cu3	3	34.5	Rate	0.332467907
GP	GP	Copper	GP_Cu4	4	34.5	Rate	0.066415058
GP	GP	Copper	GP_Cu5	5	34.5	Rate	0.742407822
GP	RO5AC	Control	RO5AC_GP_C	1	34.5	Rate	1.953246769
GP	RO5AC	Copper	RO5AC_GP_Cu	1	34.5	Rate	0.914249619
VG	VG	Control	VG_C1	1	37.5	Rate	1.712426811
VG	VG	Control	VG_C2	2	37.5	Rate	1.702668031
VG	VG	Control	VG_C3	3	37.5	Rate	1.730447075
VG	VG	Control	VG_C4	4	37.5	Rate	1.765003298
VG	VG	Control	VG_C5	5	37.5	Rate	1.698758757
VG	VG	Copper	VG_Cu1	1	37.5	Rate	0.980213301
VG	VG	Copper	VG_Cu2	2	37.5	Rate	1.04465002
VG	VG	Copper	VG_Cu3	3	37.5	Rate	1.182248149
VG	VG	Copper	VG_Cu4	4	37.5	Rate	0.968143669
VG	VG	Copper	VG_Cu5	5	37.5	Rate	0.826968622
VG	RO5AC	Control	RO5AC_VG_C	2	37.5	Rate	1.504909491
VG	RO5AC	Copper	RO5AC_VG_Cu	2	37.5	Rate	0.776748438
GP	GP	Control	GP_C1	1	37.5	Rate	1.814842095
GP	GP	Control	GP_C2	2	37.5	Rate	1.801235123
GP	GP	Control	GP_C3	3	37.5	Rate	1.871176353
GP	GP	Control	GP_C4	4	37.5	Rate	1.881509299
GP	GP	Control	GP_C5	5	37.5	Rate	1.914340083
GP	GP	Copper	GP_Cu1	1	37.5	Rate	1.321814444
GP	GP	Copper	GP_Cu2	2	37.5	Rate	1.420693821
GP	GP	Copper	GP_Cu3	3	37.5	Rate	1.183919187
GP	GP	Copper	GP_Cu4	4	37.5	Rate	1.49680812
GP	GP	Copper	GP_Cu5	5	37.5	Rate	1.57200982
GP	RO5AC	Control	RO5AC_GP_C	1	37.5	Rate	1.867681927
GP	RO5AC	Copper	RO5AC_GP_Cu	1	37.5	Rate	1.329828265
VG	VG	Control	VG_C1	1	40.5	Rate	1.694789478
VG	VG	Control	VG_C2	2	40.5	Rate	1.691602589
VG	VG	Control	VG_C3	3	40.5	Rate	1.715425825
VG	VG	Control	VG_C4	4	40.5	Rate	1.736812034
VG	VG	Control	VG_C5	5	40.5	Rate	1.845570522
VG	VG	Copper	VG_Cu1	1	40.5	Rate	1.079886128
VG	VG	Copper	VG_Cu2	2	40.5	Rate	1.139815365
VG	VG	Copper	VG_Cu3	3	40.5	Rate	1.341413694
VG	VG	Copper	VG_Cu4	4	40.5	Rate	1.233423832
VG	VG	Copper	VG_Cu5	5	40.5	Rate	1.002423207
VG	RO5AC	Control	RO5AC_VG_C	2	40.5	Rate	1.611915072
VG	RO5AC	Copper	RO5AC_VG_Cu	2	40.5	Rate	0.917881352
GP	GP	Control	GP_C1	1	40.5	Rate	1.847079215
GP	GP	Control	GP_C2	2	40.5	Rate	1.866856383
GP	GP	Control	GP_C3	3	40.5	Rate	1.899435717
GP	GP	Control	GP_C4	4	40.5	Rate	1.875704227
GP	GP	Control	GP_C5	5	40.5	Rate	1.854657858
GP	GP	Copper	GP_Cu1	1	40.5	Rate	0.921308644
GP	GP	Copper	GP_Cu2	2	40.5	Rate	0.807321789
GP	GP	Copper	GP_Cu3	3	40.5	Rate	0.668935472
GP	GP	Copper	GP_Cu4	4	40.5	Rate	0.795205212
GP	GP	Copper	GP_Cu5	5	40.5	Rate	0.624135261
GP	RO5AC	Control	RO5AC_GP_C	1	40.5	Rate	1.814694082
GP	RO5AC	Copper	RO5AC_GP_Cu	1	40.5	Rate	0.77318719
GP	GP	Control	GP_C1	1	0	RFU	0.0015
GP	GP	Control	GP_C2	2	0	RFU	0.0015
GP	GP	Control	GP_C3	3	0	RFU	0.0015
GP	GP	Control	GP_C4	4	0	RFU	0.0015
GP	GP	Control	GP_C5	5	0	RFU	0.0015
GP	GP	Copper	GP_Cu1	1	0	RFU	0.0015
GP	GP	Copper	GP_Cu2	2	0	RFU	0.0015
GP	GP	Copper	GP_Cu3	3	0	RFU	0.0015
GP	GP	Copper	GP_Cu4	4	0	RFU	0.0015
GP	GP	Copper	GP_Cu5	5	0	RFU	0.0015
GP	RO5AC	Control	RO5AC_GP_C	1	0	RFU	0.0015
GP	RO5AC	Copper	RO5AC_GP_Cu	1	0	RFU	0.0015
VG	VG	Control	VG_C1	1	0	RFU	0.0015
VG	VG	Control	VG_C2	2	0	RFU	0.0015
VG	VG	Control	VG_C3	3	0	RFU	0.0015
VG	VG	Control	VG_C4	4	0	RFU	0.0015
VG	VG	Control	VG_C5	5	0	RFU	0.0015
VG	VG	Copper	VG_Cu1	1	0	RFU	0.003
VG	VG	Copper	VG_Cu2	2	0	RFU	0.003
VG	VG	Copper	VG_Cu3	3	0	RFU	0.003
VG	VG	Copper	VG_Cu4	4	0	RFU	0.003
VG	VG	Copper	VG_Cu5	5	0	RFU	0.003
VG	RO5AC	Control	RO5AC_VG_C	2	0	RFU	0.0015
VG	RO5AC	Copper	RO5AC_VG_Cu	2	0	RFU	0.003
GP	GP	Control	GP_C1	1	1	RFU	0.007770346
GP	GP	Control	GP_C2	2	1	RFU	0.005444421
GP	GP	Control	GP_C3	3	1	RFU	0.006320176
GP	GP	Control	GP_C4	4	1	RFU	0.006916216
GP	GP	Control	GP_C5	5	1	RFU	0.006541605
GP	GP	Copper	GP_Cu1	1	1	RFU	0.000942956
GP	GP	Copper	GP_Cu2	2	1	RFU	0.001385539
GP	GP	Copper	GP_Cu3	3	1	RFU	0.001297198
GP	GP	Copper	GP_Cu4	4	1	RFU	0.001817172
GP	GP	Copper	GP_Cu5	5	1	RFU	0.001043123
GP	RO5AC	Control	RO5AC_GP_C	1	1	RFU	0.003202297
GP	RO5AC	Copper	RO5AC_GP_Cu	1	1	RFU	0.001164834
VG	VG	Control	VG_C1	1	1	RFU	0.007651262
VG	VG	Control	VG_C2	2	1	RFU	0.00501188
VG	VG	Control	VG_C3	3	1	RFU	0.007128476
VG	VG	Control	VG_C4	4	1	RFU	0.007188731
VG	VG	Control	VG_C5	5	1	RFU	0.009678772
VG	VG	Copper	VG_Cu1	1	1	RFU	0.001614844
VG	VG	Copper	VG_Cu2	2	1	RFU	0.00154483
VG	VG	Copper	VG_Cu3	3	1	RFU	0.00269479
VG	VG	Copper	VG_Cu4	4	1	RFU	0.001196249
VG	VG	Copper	VG_Cu5	5	1	RFU	0.001850232
VG	RO5AC	Control	RO5AC_VG_C	2	1	RFU	0.008019034
VG	RO5AC	Copper	RO5AC_VG_Cu	2	1	RFU	0.001465286
GP	GP	Control	GP_C1	1	2	RFU	0.0417173
GP	GP	Control	GP_C2	2	2	RFU	0.040084768
GP	GP	Control	GP_C3	3	2	RFU	0.046064404
GP	GP	Control	GP_C4	4	2	RFU	0.04466584
GP	GP	Control	GP_C5	5	2	RFU	0.047571344
GP	GP	Copper	GP_Cu1	1	2	RFU	0.003369218
GP	GP	Copper	GP_Cu2	2	2	RFU	0.002119422
GP	GP	Copper	GP_Cu3	3	2	RFU	0.003501724
GP	GP	Copper	GP_Cu4	4	2	RFU	0.00260194
GP	GP	Copper	GP_Cu5	5	2	RFU	0.0023918
GP	RO5AC	Control	RO5AC_GP_C	1	2	RFU	0.0277896
GP	RO5AC	Copper	RO5AC_GP_Cu	1	2	RFU	0.007331448
VG	VG	Control	VG_C1	1	2	RFU	0.032667212
VG	VG	Control	VG_C2	2	2	RFU	0.035668552
VG	VG	Control	VG_C3	3	2	RFU	0.03921408
VG	VG	Control	VG_C4	4	2	RFU	0.044015268
VG	VG	Control	VG_C5	5	2	RFU	0.042519188
VG	VG	Copper	VG_Cu1	1	2	RFU	0.003247442
VG	VG	Copper	VG_Cu2	2	2	RFU	0.004821299
VG	VG	Copper	VG_Cu3	3	2	RFU	0.003064895
VG	VG	Copper	VG_Cu4	4	2	RFU	0.002793565
VG	VG	Copper	VG_Cu5	5	2	RFU	0.004860381
VG	RO5AC	Control	RO5AC_VG_C	2	2	RFU	0.027060868
VG	RO5AC	Copper	RO5AC_VG_Cu	2	2	RFU	0.006345595
GP	GP	Control	GP_C1	1	3	RFU	0.118762861
GP	GP	Control	GP_C2	2	3	RFU	0.118259557
GP	GP	Control	GP_C3	3	3	RFU	0.167418021
GP	GP	Control	GP_C4	4	3	RFU	0.140206341
GP	GP	Control	GP_C5	5	3	RFU	0.169200861
GP	GP	Copper	GP_Cu1	1	3	RFU	0.016817831
GP	GP	Copper	GP_Cu2	2	3	RFU	0.009262279
GP	GP	Copper	GP_Cu3	3	3	RFU	0.010422542
GP	GP	Copper	GP_Cu4	4	3	RFU	0.013153186
GP	GP	Copper	GP_Cu5	5	3	RFU	0.009491691
